col,lig,centre_x,centre_y,kills_depuis,morts_dedans,portee_mediane_m,denivele_median_m,matchs_kills,matchs_presence,matchs_distincts,occupation_gagnants_ms,occupation_perdants_ms,dir_sortante_cos,dir_sortante_sin,dir_sortante_n,dir_entrante_cos,dir_entrante_sin,dir_entrante_n,kills_ponderes,morts_ponderees,kills_rang_connu,morts_rang_connu,kills_tueur_fort,morts_tueur_fort
-49,8,-24.250,4.250,0,0,0.000,0.000,0,1,1,0.000,200.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
-24,6,-11.750,3.250,2,0,3.994,-0.796,2,0,2,0.000,0.000,0.954,1.493,2,0.000,0.000,0,2.000,0.000,0,0,0,0
-24,7,-11.750,3.750,0,0,0.000,0.000,0,1,1,0.000,1000.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
-23,4,-11.250,2.250,0,0,0.000,0.000,0,2,2,200.000,400.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
-23,5,-11.250,2.750,1,3,1.994,0.116,4,5,9,2500.000,2300.000,0.936,0.352,1,2.226,-0.174,3,1.000,3.184,0,1,0,1
-23,6,-11.250,3.250,5,2,2.798,0.000,7,5,12,7700.000,3300.000,4.378,0.308,5,0.985,-0.005,2,5.500,2.000,1,0,1,0
-23,7,-11.250,3.750,1,1,3.846,0.580,2,5,7,1600.000,3000.000,0.710,0.704,1,0.865,-0.501,1,1.500,1.500,1,1,1,1
-23,8,-11.250,4.250,0,2,0.000,0.000,2,4,6,1400.000,2100.000,0.000,0.000,0,1.478,1.119,2,0.000,2.473,0,1,0,1
-23,9,-11.250,4.750,1,1,7.814,2.537,2,4,6,170200.000,300.000,0.487,-0.874,1,0.459,-0.889,1,1.500,1.000,1,0,1,0
-23,10,-11.250,5.250,3,1,4.508,-0.497,3,3,5,2400.000,300.000,2.066,2.116,3,0.633,0.774,1,4.000,1.332,2,1,2,1
-23,11,-11.250,5.750,2,4,8.717,-0.506,6,4,10,1900.000,900.000,1.495,1.278,2,2.235,1.396,4,2.388,4.000,1,0,1,0
-23,12,-11.250,6.250,3,3,8.467,0.497,5,3,8,1300.000,2200.000,2.476,1.466,3,2.359,-0.898,3,4.000,3.500,2,1,2,1
-23,13,-11.250,6.750,7,4,4.765,0.663,9,3,11,1600.000,1400.000,3.360,-0.159,7,0.643,-0.043,4,6.500,3.500,1,1,0,0
-23,14,-11.250,7.250,1,1,2.915,0.232,2,3,5,2100.000,3000.000,0.999,-0.047,1,0.933,0.360,1,1.500,1.000,1,0,1,0
-23,15,-11.250,7.750,1,2,2.478,0.448,2,5,7,3300.000,3600.000,0.340,-0.940,1,0.430,-1.923,2,1.000,2.000,0,0,0,0
-23,16,-11.250,8.250,0,1,0.000,0.000,1,4,5,2100.000,800.000,0.000,0.000,0,0.999,-0.052,1,0.000,1.000,0,0,0,0
-23,17,-11.250,8.750,1,0,17.301,0.630,1,1,2,200.000,0.000,1.000,0.010,1,0.000,0.000,0,1.000,0.000,0,0,0,0
-23,18,-11.250,9.250,0,0,0.000,0.000,0,1,1,300.000,0.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
-23,19,-11.250,9.750,1,1,7.864,1.592,2,0,2,0.000,0.000,0.999,-0.049,1,0.119,-0.993,1,1.000,1.000,0,0,0,0
-23,20,-11.250,10.250,0,0,0.000,0.000,0,4,4,1500.000,2900.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
-23,21,-11.250,10.750,2,0,7.297,-0.249,2,0,2,0.000,0.000,1.051,-0.999,2,0.000,0.000,0,2.344,0.000,1,0,1,0
-23,22,-11.250,11.250,0,0,0.000,0.000,0,2,2,0.000,1200.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
-22,-7,-10.750,-3.250,1,0,10.676,0.580,1,0,1,0.000,0.000,0.994,-0.108,1,0.000,0.000,0,1.000,0.000,0,0,0,0
-22,-6,-10.750,-2.750,1,0,14.845,0.763,1,2,2,300.000,1100.000,0.999,-0.053,1,0.000,0.000,0,1.000,0.000,0,0,0,0
-22,-5,-10.750,-2.250,0,0,0.000,0.000,0,2,2,100.000,9800.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
-22,3,-10.750,1.750,0,0,0.000,0.000,0,1,1,0.000,200.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
-22,4,-10.750,2.250,4,2,1.289,0.000,3,5,8,3800.000,2000.000,0.628,2.084,4,-0.466,0.935,2,4.320,2.000,1,0,1,0
-22,5,-10.750,2.750,0,0,0.000,0.000,0,5,5,1300.000,400.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
-22,6,-10.750,3.250,2,3,6.814,-0.008,4,5,9,2200.000,1200.000,0.567,0.208,2,-0.227,1.661,3,2.500,4.500,1,3,1,3
-22,7,-10.750,3.750,1,0,6.065,-1.012,1,5,6,1700.000,900.000,-0.062,0.998,1,0.000,0.000,0,1.000,0.000,0,0,0,0
-22,8,-10.750,4.250,2,4,5.217,-0.522,5,3,8,1600.000,300.000,0.234,1.902,2,1.535,1.023,4,2.000,4.294,2,3,1,2
-22,9,-10.750,4.750,0,2,0.000,0.000,2,5,6,4300.000,700.000,0.000,0.000,0,1.328,-1.131,2,0.000,2.000,0,0,0,0
-22,10,-10.750,5.250,2,6,9.862,0.837,8,3,11,5900.000,1200.000,1.225,-0.010,2,2.905,4.169,6,2.500,8.397,1,5,1,5
-22,11,-10.750,5.750,1,2,4.429,0.050,3,3,5,3300.000,1800.000,0.223,0.975,1,0.061,-1.518,2,1.500,2.000,1,0,1,0
-22,12,-10.750,6.250,5,4,8.402,1.526,8,4,12,2600.000,3500.000,1.584,-3.075,5,2.587,0.813,4,6.944,3.621,4,1,4,0
-22,13,-10.750,6.750,4,6,4.148,0.000,6,4,10,2200.000,7100.000,3.064,-0.468,4,4.023,-1.565,6,4.973,7.817,2,4,2,4
-22,14,-10.750,7.250,3,2,7.212,1.078,5,4,9,4100.000,3700.000,2.100,-1.116,3,1.649,0.998,2,3.414,2.500,1,1,1,1
-22,15,-10.750,7.750,0,2,0.000,0.000,2,4,5,3100.000,1000.000,0.000,0.000,0,0.586,-1.909,2,0.000,2.000,0,0,0,0
-22,16,-10.750,8.250,3,1,6.920,0.099,2,3,5,1300.000,1100.000,2.063,0.910,3,0.072,0.997,1,3.745,1.184,3,1,2,1
-22,17,-10.750,8.750,2,2,0.475,-0.050,3,3,6,1000.000,500.000,1.434,-0.932,2,0.595,-1.888,2,2.184,1.745,1,1,1,0
-22,18,-10.750,9.250,0,0,0.000,0.000,0,2,2,500.000,400.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
-22,19,-10.750,9.750,0,0,0.000,0.000,0,2,2,700.000,100.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
-22,20,-10.750,10.250,0,0,0.000,0.000,0,4,4,1900.000,400.000,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,0,0
-22,21,-10.750,10.750,1,0,1.427,0.000,1,2,3,200.000,100.000,0.558,-0.830,1,0.000,0.000,0,1.000,0.000,0,0,0,0
