film	famille	mode	action	xuid	gamertag	publie	oracle	ecart	max_pas
fb1a1a72	CTF	CTF:Arena	flag_steals	2535450323793545		1	1	0	1
fb1a1a72	CTF	CTF:Arena	flag_steals	2535469190789936		3	3	0	1
fb1a1a72	CTF	CTF:Arena	flag_steals	2535473461033821		2	2	0	1
fb1a1a72	CTF	CTF:Arena	flag_returns	2533274795950878		1	1	0	1
fb1a1a72	CTF	CTF:Arena	flag_returns	2533274823110022	JGtm	2	2	0	1
fb1a1a72	CTF	CTF:Arena	flag_returns	2535408981717353		3	3	0	1
fb1a1a72	CTF	CTF:Arena	flag_returns	2535417580715145		2	2	0	1
fb1a1a72	CTF	CTF:Arena	flag_returns	2535425179403277		2	2	0	1
fb1a1a72	CTF	CTF:Arena	flag_returns	2535469190789936		2	2	0	1
fb1a1a72	CTF	CTF:Arena	flag_secures	2533274795950878		1	1	0	1
fb1a1a72	CTF	CTF:Arena	flag_secures	2535417580715145		2	2	0	1
fb1a1a72	CTF	CTF:Arena	flag_secures	2535425179403277		3	3	0	1
fb1a1a72	CTF	CTF:Arena	flag_secures	2535469190789936		7	7	0	1
fb1a1a72	CTF	CTF:Arena	flag_secures	2535473461033821		4	4	0	1
fb1a1a72	CTF	CTF:Arena	flag_carriers_killed	2533274823110022	JGtm	1	1	0	1
fb1a1a72	CTF	CTF:Arena	flag_carriers_killed	2535450323793545		2	2	0	1
fb1a1a72	CTF	CTF:Arena	flag_carriers_killed	2535469190789936		1	1	0	1
fb1a1a72	CTF	CTF:Arena	flag_carriers_killed	2535473461033821		2	2	0	1
fb1a1a72	CTF	CTF:Arena	flag_capture_assists	2533274795950878		1	1	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_captures	2533274858283686		2	2	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_captures	2535426953464929		1	1	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_captures	2535469190789936		2	2	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_grabs	2533274823110022	JGtm	1	1	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_grabs	2533274858283686		9	9	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_grabs	2533274877168586		0	1	-1	0
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_grabs	2535426953464929		10	10	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_grabs	2535469190789936		1	1	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_steals	2533274823110022	JGtm	1	1	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_steals	2533274858283686		1	1	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_steals	2535426953464929		1	1	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_steals	2535469190789936		2	2	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_secures	2533274823110022	JGtm	1	1	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_secures	2533274858283686		6	6	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_secures	2533274877168586		0	1	-1	0
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_secures	2535426953464929		2	2	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_secures	2535469190789936		1	1	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_carriers_killed	2533274924091420		1	1	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_carriers_killed	2535409159085195		2	2	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_carriers_killed	2535426953464929		1	1	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_capture_assists	2533274823110022	JGtm	2	2	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_capture_assists	2533274858283686		1	1	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_capture_assists	2533274877168586		0	1	-1	0
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_capture_assists	2535426953464929		1	1	0	1
4ecdf3e7	CTF	CTF:Arena Neutral Flag	flag_capture_assists	2535469190789936		1	1	0	1
43716616	Oddball	Oddball:Arena	skull_grabs	2535434388039469		0	1	-1	0
43716616	Oddball	Oddball:Arena	skull_grabs	2535467430415114		0	1	-1	0
51ebbc0f	Oddball	Oddball:Arena	skull_grabs	2535412744780601		0	1	-1	0
51ebbc0f	Oddball	Oddball:Arena	skull_grabs	2535439712156981		0	2	-2	0
51ebbc0f	Oddball	Oddball:Arena	skull_grabs	2535469190789936		0	1	-1	0
c88ec007	Oddball	Oddball:Arena	skull_grabs	2535431078857502		0	1	-1	0
c88ec007	Oddball	Oddball:Arena	skull_grabs	2535462296193152		0	2	-2	0
d9781168	Oddball	Oddball:Arena	skull_grabs	2533274823110022		0	2	-2	0
d9781168	Oddball	Oddball:Arena	skull_grabs	2533274974091007		0	1	-1	0
d9781168	Oddball	Oddball:Arena	skull_grabs	2535432478853823		0	1	-1	0
d9781168	Oddball	Oddball:Arena	skull_grabs	2535435655459376		0	3	-3	0
d9781168	Oddball	Oddball:Arena	skull_grabs	2535446563676950		0	1	-1	0
d9781168	Oddball	Oddball:Arena	skull_grabs	2535455182553276		0	2	-2	0
32d9a94f	Strongholds	Strongholds:Arena	zone_captures	2533274823110022	JGtm	5	5	0	1
32d9a94f	Strongholds	Strongholds:Arena	zone_captures	2533274858283686		5	5	0	1
32d9a94f	Strongholds	Strongholds:Arena	zone_captures	2533275026823394		6	6	0	1
32d9a94f	Strongholds	Strongholds:Arena	zone_captures	2535413078037816		6	6	0	1
32d9a94f	Strongholds	Strongholds:Arena	zone_captures	2535441377074664		5	5	0	1
32d9a94f	Strongholds	Strongholds:Arena	zone_captures	2535443874154080		4	4	0	1
32d9a94f	Strongholds	Strongholds:Arena	zone_captures	2535454224469196		2	2	0	1
32d9a94f	Strongholds	Strongholds:Arena	zone_captures	2535469190789936		6	6	0	1
32d9a94f	Strongholds	Strongholds:Arena	zone_secures	2533274823110022	JGtm	3	3	0	1
32d9a94f	Strongholds	Strongholds:Arena	zone_secures	2533274858283686		6	6	0	1
32d9a94f	Strongholds	Strongholds:Arena	zone_secures	2533275026823394		1	1	0	1
32d9a94f	Strongholds	Strongholds:Arena	zone_secures	2535413078037816		1	1	0	1
32d9a94f	Strongholds	Strongholds:Arena	zone_secures	2535441377074664		1	1	0	1
32d9a94f	Strongholds	Strongholds:Arena	zone_secures	2535443874154080		3	3	0	1
32d9a94f	Strongholds	Strongholds:Arena	zone_secures	2535454224469196		1	1	0	1
396cfc92	Strongholds	Strongholds:Arena	zone_captures	2533274810173379		9	9	0	1
396cfc92	Strongholds	Strongholds:Arena	zone_captures	2533274823110022		4	4	0	1
396cfc92	Strongholds	Strongholds:Arena	zone_captures	2533274833178266	XxDaemonGamerxX	3	3	0	1
396cfc92	Strongholds	Strongholds:Arena	zone_captures	2533274858283686		7	7	0	1
396cfc92	Strongholds	Strongholds:Arena	zone_captures	2535450759128461		5	5	0	1
396cfc92	Strongholds	Strongholds:Arena	zone_captures	2535452521259564		7	7	0	1
396cfc92	Strongholds	Strongholds:Arena	zone_captures	2535461109438273		6	6	0	1
396cfc92	Strongholds	Strongholds:Arena	zone_captures	2535469190789936		7	7	0	1
396cfc92	Strongholds	Strongholds:Arena	zone_secures	2533274823110022		1	1	0	1
396cfc92	Strongholds	Strongholds:Arena	zone_secures	2533274858283686		1	1	0	1
396cfc92	Strongholds	Strongholds:Arena	zone_secures	2535450759128461		1	1	0	1
396cfc92	Strongholds	Strongholds:Arena	zone_secures	2535452521259564		5	5	0	1
396cfc92	Strongholds	Strongholds:Arena	zone_secures	2535461109438273		2	2	0	1
572e236b	Strongholds	Strongholds:Arena	zone_captures	2533274823110022		6	6	0	1
572e236b	Strongholds	Strongholds:Arena	zone_captures	2533274858283686		6	6	0	1
572e236b	Strongholds	Strongholds:Arena	zone_captures	2535448131958677		5	5	0	1
572e236b	Strongholds	Strongholds:Arena	zone_captures	2535450759128461		5	5	0	1
572e236b	Strongholds	Strongholds:Arena	zone_captures	2535452521259564		5	5	0	1
572e236b	Strongholds	Strongholds:Arena	zone_captures	2535469190789936		5	5	0	1
572e236b	Strongholds	Strongholds:Arena	zone_captures	2696798348309366		4	4	0	1
572e236b	Strongholds	Strongholds:Arena	zone_secures	2533274823110022		2	2	0	1
572e236b	Strongholds	Strongholds:Arena	zone_secures	2533274858283686		1	1	0	1
572e236b	Strongholds	Strongholds:Arena	zone_secures	2535450759128461		1	1	0	1
572e236b	Strongholds	Strongholds:Arena	zone_secures	2535452521259564		2	2	0	1
572e236b	Strongholds	Strongholds:Arena	zone_secures	2696798348309366		3	3	0	1
81c02726	Strongholds	Strongholds:Arena	zone_captures	2533274810173379		2	2	0	1
81c02726	Strongholds	Strongholds:Arena	zone_captures	2533274823110022		3	3	0	1
81c02726	Strongholds	Strongholds:Arena	zone_captures	2533274833178266		1	1	0	1
81c02726	Strongholds	Strongholds:Arena	zone_captures	2533274846254457		6	6	0	1
81c02726	Strongholds	Strongholds:Arena	zone_captures	2533274858283686		2	2	0	1
81c02726	Strongholds	Strongholds:Arena	zone_captures	2535427240092988		4	4	0	1
81c02726	Strongholds	Strongholds:Arena	zone_captures	2535464918561629		3	3	0	1
81c02726	Strongholds	Strongholds:Arena	zone_captures	2535469190789936	Chocoboflor	7	7	0	1
81c02726	Strongholds	Strongholds:Arena	zone_secures	2533274810173379		2	2	0	1
81c02726	Strongholds	Strongholds:Arena	zone_secures	2533274823110022		1	1	0	1
81c02726	Strongholds	Strongholds:Arena	zone_secures	2535427240092988		2	2	0	1
81c02726	Strongholds	Strongholds:Arena	zone_secures	2535464918561629		1	1	0	1
81c02726	Strongholds	Strongholds:Arena	zone_secures	2535469190789936	Chocoboflor	1	1	0	1
e60aaf06	Strongholds	Strongholds:Arena	zone_captures	2533274822170595		5	5	0	1
e60aaf06	Strongholds	Strongholds:Arena	zone_captures	2533274823110022		5	5	0	1
e60aaf06	Strongholds	Strongholds:Arena	zone_captures	2533274833178266	XxDaemonGamerxX	3	3	0	1
e60aaf06	Strongholds	Strongholds:Arena	zone_captures	2533274858283686		5	5	0	1
e60aaf06	Strongholds	Strongholds:Arena	zone_captures	2533274885014051		4	4	0	1
e60aaf06	Strongholds	Strongholds:Arena	zone_captures	2533274959313934		4	4	0	1
e60aaf06	Strongholds	Strongholds:Arena	zone_captures	2535464745227259		5	5	0	1
e60aaf06	Strongholds	Strongholds:Arena	zone_captures	2535469190789936		7	7	0	1
e60aaf06	Strongholds	Strongholds:Arena	zone_secures	2533274822170595		1	1	0	1
e60aaf06	Strongholds	Strongholds:Arena	zone_secures	2533274823110022		3	3	0	1
e60aaf06	Strongholds	Strongholds:Arena	zone_secures	2533274885014051		4	4	0	1
e60aaf06	Strongholds	Strongholds:Arena	zone_secures	2533274959313934		1	1	0	1
e60aaf06	Strongholds	Strongholds:Arena	zone_secures	2535464745227259		2	2	0	1
