film	famille	mode	action	xuid	gamertag	publie	oracle	ecart
4f77afc1	CTF	BTB:CTF	flag_captures	2535418140736812		1	1	0
4f77afc1	CTF	BTB:CTF	flag_captures	2535457514480546		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_grabs	2533274818676576		64	0	64
4f77afc1	CTF	BTB:CTF	flag_grabs	2533274858283686		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_grabs	2535418140736812		1	1	0
4f77afc1	CTF	BTB:CTF	flag_grabs	2535420159292452		0	2	-2
4f77afc1	CTF	BTB:CTF	flag_steals	2533274798159764		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_steals	2533274988198027		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_steals	2535418140736812		1	1	0
4f77afc1	CTF	BTB:CTF	flag_steals	2535420159292452		0	2	-2
4f77afc1	CTF	BTB:CTF	flag_steals	2535447170907787		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_steals	2535457217346540		1	1	0
4f77afc1	CTF	BTB:CTF	flag_steals	2535457514480546		0	3	-3
4f77afc1	CTF	BTB:CTF	flag_steals	2535462972817970		0	3	-3
4f77afc1	CTF	BTB:CTF	flag_returns	2533274823110022	JGtm	1	1	0
4f77afc1	CTF	BTB:CTF	flag_returns	2533274858283686		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_returns	2535432037056604		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_returns	2535461788192443		1	1	0
4f77afc1	CTF	BTB:CTF	flag_returns	2535469763661810		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_returns	bid(59.0		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_secures	2533274858283686		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_secures	2535418140736812		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_secures	2535420159292452		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_carriers_killed	2533274818676576		1	1	0
4f77afc1	CTF	BTB:CTF	flag_carriers_killed	2533274858283686		0	2	-2
4f77afc1	CTF	BTB:CTF	flag_carriers_killed	2535437483090324		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_carriers_killed	2535447170907787		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_carriers_killed	2535449476496795		1	1	0
4f77afc1	CTF	BTB:CTF	flag_carriers_killed	2535457217346540		1	1	0
4f77afc1	CTF	BTB:CTF	flag_carriers_killed	2535457514480546		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_carriers_killed	2535461788192443		1	1	0
4f77afc1	CTF	BTB:CTF	flag_carriers_killed	2535469763661810		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_carriers_killed	bid(59.0		0	1	-1
4f77afc1	CTF	BTB:CTF	flag_capture_assists	2535457217346540		1	1	0
879a4dba	CTF	BTB:CTF	flag_captures	2533274858283686		0	1	-1
879a4dba	CTF	BTB:CTF	flag_captures	2533274920570623		1	1	0
879a4dba	CTF	BTB:CTF	flag_captures	2535405728090473		0	1	-1
879a4dba	CTF	BTB:CTF	flag_captures	2535457217346540		1	1	0
879a4dba	CTF	BTB:CTF	flag_captures	2535460487570599		1	1	0
879a4dba	CTF	BTB:CTF	flag_grabs	2533274817737470		2	2	0
879a4dba	CTF	BTB:CTF	flag_grabs	2533274823110022	JGtm	0	1	-1
879a4dba	CTF	BTB:CTF	flag_grabs	2533274858283686		0	2	-2
879a4dba	CTF	BTB:CTF	flag_grabs	2533274893737372		0	4	-4
879a4dba	CTF	BTB:CTF	flag_grabs	2533274920570623		1	1	0
879a4dba	CTF	BTB:CTF	flag_grabs	2535405728090473		0	1	-1
879a4dba	CTF	BTB:CTF	flag_grabs	2535432231421181		0	2	-2
879a4dba	CTF	BTB:CTF	flag_grabs	2535443641007500		1	1	0
879a4dba	CTF	BTB:CTF	flag_grabs	2535457217346540		3	3	0
879a4dba	CTF	BTB:CTF	flag_grabs	2535458469688663		0	3	-3
879a4dba	CTF	BTB:CTF	flag_grabs	2535462209962245		2	2	0
879a4dba	CTF	BTB:CTF	flag_grabs	2667980672122182		0	1	-1
879a4dba	CTF	BTB:CTF	flag_steals	2533274920570623		1	1	0
879a4dba	CTF	BTB:CTF	flag_steals	2535432231421181		0	1	-1
879a4dba	CTF	BTB:CTF	flag_steals	2535457217346540		1	1	0
879a4dba	CTF	BTB:CTF	flag_steals	2535460487570599		1	1	0
879a4dba	CTF	BTB:CTF	flag_steals	2535462209962245		1	1	0
879a4dba	CTF	BTB:CTF	flag_secures	2533274817737470		0	1	-1
879a4dba	CTF	BTB:CTF	flag_secures	2533274823110022	JGtm	0	1	-1
879a4dba	CTF	BTB:CTF	flag_secures	2533274858283686		0	2	-2
879a4dba	CTF	BTB:CTF	flag_secures	2533274893737372		0	3	-3
879a4dba	CTF	BTB:CTF	flag_secures	2533274920570623		0	1	-1
879a4dba	CTF	BTB:CTF	flag_secures	2535405728090473		0	1	-1
879a4dba	CTF	BTB:CTF	flag_secures	2535432231421181		0	2	-2
879a4dba	CTF	BTB:CTF	flag_secures	2535443641007500		0	1	-1
879a4dba	CTF	BTB:CTF	flag_secures	2535457217346540		0	1	-1
879a4dba	CTF	BTB:CTF	flag_secures	2535458469688663		0	3	-3
879a4dba	CTF	BTB:CTF	flag_secures	2535462209962245		0	2	-2
879a4dba	CTF	BTB:CTF	flag_secures	2667980672122182		0	1	-1
879a4dba	CTF	BTB:CTF	flag_carriers_killed	2533274893737372		0	2	-2
879a4dba	CTF	BTB:CTF	flag_carriers_killed	2533274920570623		1	1	0
879a4dba	CTF	BTB:CTF	flag_carriers_killed	2533274964038601		4	4	0
879a4dba	CTF	BTB:CTF	flag_carriers_killed	2533274965326253		2	2	0
879a4dba	CTF	BTB:CTF	flag_carriers_killed	2535457217346540		1	1	0
879a4dba	CTF	BTB:CTF	flag_capture_assists	2533274817737470		1	1	0
879a4dba	CTF	BTB:CTF	flag_capture_assists	2533274823110022	JGtm	0	1	-1
879a4dba	CTF	BTB:CTF	flag_capture_assists	2533274893737372		0	1	-1
879a4dba	CTF	BTB:CTF	flag_capture_assists	2535432231421181		0	2	-2
879a4dba	CTF	BTB:CTF	flag_capture_assists	2535443641007500		1	1	0
879a4dba	CTF	BTB:CTF	flag_capture_assists	2535458469688663		0	2	-2
879a4dba	CTF	BTB:CTF	flag_capture_assists	2535462209962245		1	1	0
879a4dba	CTF	BTB:CTF	flag_capture_assists	2667980672122182		0	1	-1
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2533274817737470		4	4	0
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2533274823110022	JGtm	0	4	-4
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2533274845241701		0	1	-1
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2533274858283686		8	8	0
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2533274858343347		0	1	-1
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2533274893737372		1	1	0
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2533274964038601		0	3	-3
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2533275013465881		0	2	-2
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2535405373150550		0	1	-1
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2535420302347168		0	4	-4
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2535442484776177		0	1	-1
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2535444408537131		0	3	-3
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2535446464444062		3	3	0
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2535452383863984		0	1	-1
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2535457217346540		5	5	0
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2535458469688663		0	1	-1
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2535459882866010		0	2	-2
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2535462209962245		2	2	0
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2535468111373012		0	3	-3
5676a9ba	TotalControl	BTB:Total Control	zone_captures	2535469049971772		0	1	-1
5676a9ba	TotalControl	BTB:Total Control	zone_secures	2533274817737470		2	2	0
5676a9ba	TotalControl	BTB:Total Control	zone_secures	2533274823110022	JGtm	0	1	-1
5676a9ba	TotalControl	BTB:Total Control	zone_secures	2533275013465881		0	1	-1
5676a9ba	TotalControl	BTB:Total Control	zone_secures	2535409375826107		0	1	-1
5676a9ba	TotalControl	BTB:Total Control	zone_secures	2535420302347168		0	2	-2
5676a9ba	TotalControl	BTB:Total Control	zone_secures	2535457217346540		2	2	0
16ea3668	CTF	CTF:Arena	flag_captures	2533274858283686		1	1	0
16ea3668	CTF	CTF:Arena	flag_captures	2535466949313010		1	1	0
16ea3668	CTF	CTF:Arena	flag_captures	2598952284978039		2	2	0
16ea3668	CTF	CTF:Arena	flag_grabs	2533274858283686		6	6	0
16ea3668	CTF	CTF:Arena	flag_grabs	2533275034585819		3	3	0
16ea3668	CTF	CTF:Arena	flag_grabs	2535447614023932		6	6	0
16ea3668	CTF	CTF:Arena	flag_grabs	2535466949313010		2	2	0
16ea3668	CTF	CTF:Arena	flag_grabs	2598952284978039		1	1	0
16ea3668	CTF	CTF:Arena	flag_steals	2533274858283686		3	3	0
16ea3668	CTF	CTF:Arena	flag_steals	2535417044536883		2	2	0
16ea3668	CTF	CTF:Arena	flag_steals	2535447614023932		2	2	0
16ea3668	CTF	CTF:Arena	flag_steals	2535466949313010		2	2	0
16ea3668	CTF	CTF:Arena	flag_steals	2598952284978039		2	2	0
16ea3668	CTF	CTF:Arena	flag_returns	2533274823110022		2	2	0
16ea3668	CTF	CTF:Arena	flag_returns	2533275034585819		1	1	0
16ea3668	CTF	CTF:Arena	flag_returns	2535417044536883		1	1	0
16ea3668	CTF	CTF:Arena	flag_returns	2535466949313010		3	3	0
16ea3668	CTF	CTF:Arena	flag_returns	2535469190789936	Chocoboflor	1	1	0
16ea3668	CTF	CTF:Arena	flag_secures	2533274858283686		0	2	-2
16ea3668	CTF	CTF:Arena	flag_secures	2533275034585819		0	1	-1
16ea3668	CTF	CTF:Arena	flag_secures	2535447614023932		0	1	-1
16ea3668	CTF	CTF:Arena	flag_secures	2535466949313010		0	2	-2
16ea3668	CTF	CTF:Arena	flag_secures	2598952284978039		0	1	-1
16ea3668	CTF	CTF:Arena	flag_carriers_killed	2535417044536883		1	1	0
16ea3668	CTF	CTF:Arena	flag_carriers_killed	2535447614023932		2	2	0
16ea3668	CTF	CTF:Arena	flag_carriers_killed	2535466949313010		1	1	0
16ea3668	CTF	CTF:Arena	flag_carriers_killed	2598952284978039		1	1	0
16ea3668	CTF	CTF:Arena	flag_capture_assists	2533275034585819		1	1	0
16ea3668	CTF	CTF:Arena	flag_capture_assists	2535417044536883		1	1	0
16ea3668	CTF	CTF:Arena	flag_capture_assists	2598952284978039		1	1	0
58864b3c	CTF	CTF:Arena	flag_captures	2533274822170595		1	1	0
58864b3c	CTF	CTF:Arena	flag_captures	2535452521259564		2	2	0
58864b3c	CTF	CTF:Arena	flag_grabs	2533274823110022	JGtm	1	1	0
58864b3c	CTF	CTF:Arena	flag_grabs	2533274829350000		4	4	0
58864b3c	CTF	CTF:Arena	flag_grabs	2533274858283686		4	4	0
58864b3c	CTF	CTF:Arena	flag_grabs	2535452521259564		3	3	0
58864b3c	CTF	CTF:Arena	flag_grabs	2535469190789936		2	2	0
58864b3c	CTF	CTF:Arena	flag_steals	2533274822170595		1	1	0
58864b3c	CTF	CTF:Arena	flag_steals	2533274823110022	JGtm	1	1	0
58864b3c	CTF	CTF:Arena	flag_steals	2533274829350000		1	1	0
58864b3c	CTF	CTF:Arena	flag_steals	2533274858283686		1	1	0
58864b3c	CTF	CTF:Arena	flag_steals	2535452521259564		1	1	0
58864b3c	CTF	CTF:Arena	flag_steals	2535469190789936		1	1	0
58864b3c	CTF	CTF:Arena	flag_returns	2533274829350000		1	1	0
58864b3c	CTF	CTF:Arena	flag_returns	2535450759128461		2	2	0
58864b3c	CTF	CTF:Arena	flag_secures	2533274823110022	JGtm	0	1	-1
58864b3c	CTF	CTF:Arena	flag_secures	2533274829350000		0	4	-4
58864b3c	CTF	CTF:Arena	flag_secures	2533274858283686		0	4	-4
58864b3c	CTF	CTF:Arena	flag_secures	2535452521259564		0	3	-3
58864b3c	CTF	CTF:Arena	flag_secures	2535469190789936		0	1	-1
58864b3c	CTF	CTF:Arena	flag_carriers_killed	2533274823110022	JGtm	1	1	0
58864b3c	CTF	CTF:Arena	flag_carriers_killed	2533274829350000		1	1	0
58864b3c	CTF	CTF:Arena	flag_capture_assists	2533274829350000		1	1	0
7fce3219	CTF	CTF:Arena	flag_captures	2533274955626571		2	2	0
7fce3219	CTF	CTF:Arena	flag_captures	2535415254450151		1	1	0
7fce3219	CTF	CTF:Arena	flag_captures	2535469190789936		1	1	0
7fce3219	CTF	CTF:Arena	flag_captures	2654577101798078		1	1	0
7fce3219	CTF	CTF:Arena	flag_grabs	2533274823110022	JGtm	2	2	0
7fce3219	CTF	CTF:Arena	flag_grabs	2533274858283686		6	6	0
7fce3219	CTF	CTF:Arena	flag_grabs	2533274955626571		24	24	0
7fce3219	CTF	CTF:Arena	flag_grabs	2535415254450151		9	9	0
7fce3219	CTF	CTF:Arena	flag_grabs	2535458465148583		1	1	0
7fce3219	CTF	CTF:Arena	flag_grabs	2535469190789936		15	15	0
7fce3219	CTF	CTF:Arena	flag_grabs	2654577101798078		13	13	0
7fce3219	CTF	CTF:Arena	flag_steals	2533274858283686		3	3	0
7fce3219	CTF	CTF:Arena	flag_steals	2533274943116584		1	1	0
7fce3219	CTF	CTF:Arena	flag_steals	2533274955626571		3	3	0
7fce3219	CTF	CTF:Arena	flag_steals	2535415254450151		4	4	0
7fce3219	CTF	CTF:Arena	flag_steals	2535469190789936		2	2	0
7fce3219	CTF	CTF:Arena	flag_steals	2654577101798078		2	2	0
